Node ID	Node Title	Node Description	Node Language	Node Last Build Date	Node ttl	Node URL	Item Title	Item URL	Item Date	Item Time	Item Description	Item Onboard Temp	Item Probe Temp	Item Light
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/29/07 23:08:11	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  47.30 F, Probe: 39.2 F, Light: 8 (10/29/07 23:08:11)	http://74.128.119.207/	10/29/07	23:08:11 EDT	SNITTER Reading	 47.30	39.2	8	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/29/07 23:18:12	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  47.06 F, Probe: 39.2 F, Light: 8 (10/29/07 23:18:12)	http://74.128.119.207/	10/29/07	23:18:12 EDT	SNITTER Reading	 47.06	39.2	8	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/29/07 23:28:12	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  46.85 F, Probe: 39.2 F, Light: 8 (10/29/07 23:28:12)	http://74.128.119.207/	10/29/07	23:28:12 EDT	SNITTER Reading	 46.85	39.2	8	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/29/07 23:38:13	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  46.50 F, Probe: 39.2 F, Light: 8 (10/29/07 23:38:13)	http://74.128.119.207/	10/29/07	23:38:13 EDT	SNITTER Reading	 46.50	39.2	8	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/29/07 23:48:12	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  45.95 F, Probe: 37.4 F, Light: 0 (10/29/07 23:48:12)	http://74.128.119.207/	10/29/07	23:48:12 EDT	SNITTER Reading	 45.95	37.4	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/29/07 23:58:11	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  45.71 F, Probe: 37.4 F, Light: 0 (10/29/07 23:58:11)	http://74.128.119.207/	10/29/07	23:58:11 EDT	SNITTER Reading	 45.71	37.4	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 00:08:10	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  45.26 F, Probe: 37.4 F, Light: 0 (10/30/07 00:08:10)	http://74.128.119.207/	10/30/07	00:08:10 EDT	SNITTER Reading	 45.26	37.4	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 00:18:43	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  45.37 F, Probe: 37.4 F, Light: 0 (10/30/07 00:18:43)	http://74.128.119.207/	10/30/07	00:18:43 EDT	SNITTER Reading	 45.37	37.4	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 00:28:42	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  45.15 F, Probe: 37.4 F, Light: 0 (10/30/07 00:28:42)	http://74.128.119.207/	10/30/07	00:28:42 EDT	SNITTER Reading	 45.15	37.4	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 00:38:40	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  45.26 F, Probe: 37.4 F, Light: 0 (10/30/07 00:38:40)	http://74.128.119.207/	10/30/07	00:38:40 EDT	SNITTER Reading	 45.26	37.4	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 00:48:39	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  45.82 F, Probe: 37.4 F, Light: 0 (10/30/07 00:48:39)	http://74.128.119.207/	10/30/07	00:48:39 EDT	SNITTER Reading	 45.82	37.4	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 00:58:38	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  45.37 F, Probe: 37.4 F, Light: 0 (10/30/07 00:58:38)	http://74.128.119.207/	10/30/07	00:58:38 EDT	SNITTER Reading	 45.37	37.4	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 01:08:37	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  45.26 F, Probe: 37.4 F, Light: 0 (10/30/07 01:08:37)	http://74.128.119.207/	10/30/07	01:08:37 EDT	SNITTER Reading	 45.26	37.4	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 01:19:10	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  45.05 F, Probe: 37.4 F, Light: 0 (10/30/07 01:19:10)	http://74.128.119.207/	10/30/07	01:19:10 EDT	SNITTER Reading	 45.05	37.4	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 01:28:33	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  44.81 F, Probe: 37.4 F, Light: 0 (10/30/07 01:28:33)	http://74.128.119.207/	10/30/07	01:28:33 EDT	SNITTER Reading	 44.81	37.4	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 01:38:31	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  44.47 F, Probe: 35.6 F, Light: 0 (10/30/07 01:38:31)	http://74.128.119.207/	10/30/07	01:38:31 EDT	SNITTER Reading	 44.47	35.6	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 01:48:28	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  44.60 F, Probe: 35.6 F, Light: 0 (10/30/07 01:48:28)	http://74.128.119.207/	10/30/07	01:48:28 EDT	SNITTER Reading	 44.60	35.6	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 01:58:26	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  44.81 F, Probe: 37.4 F, Light: 0 (10/30/07 01:58:26)	http://74.128.119.207/	10/30/07	01:58:26 EDT	SNITTER Reading	 44.81	37.4	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 02:08:24	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  45.15 F, Probe: 37.4 F, Light: 1 (10/30/07 02:08:24)	http://74.128.119.207/	10/30/07	02:08:24 EDT	SNITTER Reading	 45.15	37.4	1	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 02:18:22	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  44.81 F, Probe: 37.4 F, Light: 0 (10/30/07 02:18:22)	http://74.128.119.207/	10/30/07	02:18:22 EDT	SNITTER Reading	 44.81	37.4	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 02:28:19	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  44.02 F, Probe: 35.6 F, Light: 0 (10/30/07 02:28:19)	http://74.128.119.207/	10/30/07	02:28:19 EDT	SNITTER Reading	 44.02	35.6	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 02:38:16	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  43.80 F, Probe: 35.6 F, Light: 0 (10/30/07 02:38:16)	http://74.128.119.207/	10/30/07	02:38:16 EDT	SNITTER Reading	 43.80	35.6	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 02:48:11	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  43.57 F, Probe: 35.6 F, Light: 0 (10/30/07 02:48:11)	http://74.128.119.207/	10/30/07	02:48:11 EDT	SNITTER Reading	 43.57	35.6	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 02:58:42	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  43.12 F, Probe: 35.6 F, Light: 1 (10/30/07 02:58:42)	http://74.128.119.207/	10/30/07	02:58:42 EDT	SNITTER Reading	 43.12	35.6	1	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 03:08:37	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  42.80 F, Probe: 35.6 F, Light: 0 (10/30/07 03:08:37)	http://74.128.119.207/	10/30/07	03:08:37 EDT	SNITTER Reading	 42.80	35.6	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 03:18:32	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  42.45 F, Probe: 33.8 F, Light: 0 (10/30/07 03:18:32)	http://74.128.119.207/	10/30/07	03:18:32 EDT	SNITTER Reading	 42.45	33.8	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 03:28:26	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  42.45 F, Probe: 33.8 F, Light: 0 (10/30/07 03:28:26)	http://74.128.119.207/	10/30/07	03:28:26 EDT	SNITTER Reading	 42.45	33.8	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 03:38:21	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  42.22 F, Probe: 33.8 F, Light: 0 (10/30/07 03:38:21)	http://74.128.119.207/	10/30/07	03:38:21 EDT	SNITTER Reading	 42.22	33.8	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 03:48:15	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  42.35 F, Probe: 33.8 F, Light: 0 (10/30/07 03:48:15)	http://74.128.119.207/	10/30/07	03:48:15 EDT	SNITTER Reading	 42.35	33.8	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 03:58:45	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  42.35 F, Probe: 33.8 F, Light: 0 (10/30/07 03:58:45)	http://74.128.119.207/	10/30/07	03:58:45 EDT	SNITTER Reading	 42.35	33.8	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 04:08:39	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  42.35 F, Probe: 33.8 F, Light: 0 (10/30/07 04:08:39)	http://74.128.119.207/	10/30/07	04:08:39 EDT	SNITTER Reading	 42.35	33.8	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 04:18:34	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  42.22 F, Probe: 33.8 F, Light: 0 (10/30/07 04:18:34)	http://74.128.119.207/	10/30/07	04:18:34 EDT	SNITTER Reading	 42.22	33.8	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 04:28:29	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  42.00 F, Probe: 33.8 F, Light: 0 (10/30/07 04:28:29)	http://74.128.119.207/	10/30/07	04:28:29 EDT	SNITTER Reading	 42.00	33.8	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 04:38:23	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  41.90 F, Probe: 33.8 F, Light: 0 (10/30/07 04:38:23)	http://74.128.119.207/	10/30/07	04:38:23 EDT	SNITTER Reading	 41.90	33.8	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 04:48:16	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  41.66 F, Probe: 33.8 F, Light: 0 (10/30/07 04:48:16)	http://74.128.119.207/	10/30/07	04:48:16 EDT	SNITTER Reading	 41.66	33.8	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 04:58:45	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  41.45 F, Probe: 33.8 F, Light: 0 (10/30/07 04:58:45)	http://74.128.119.207/	10/30/07	04:58:45 EDT	SNITTER Reading	 41.45	33.8	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 05:08:38	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  41.32 F, Probe: 33.8 F, Light: 1 (10/30/07 05:08:38)	http://74.128.119.207/	10/30/07	05:08:38 EDT	SNITTER Reading	 41.32	33.8	1	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 05:18:31	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  41.32 F, Probe: 33.8 F, Light: 0 (10/30/07 05:18:31)	http://74.128.119.207/	10/30/07	05:18:31 EDT	SNITTER Reading	 41.32	33.8	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 05:28:24	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  41.10 F, Probe: 33.8 F, Light: 0 (10/30/07 05:28:24)	http://74.128.119.207/	10/30/07	05:28:24 EDT	SNITTER Reading	 41.10	33.8	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 05:38:51	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  41.00 F, Probe: 33.8 F, Light: 0 (10/30/07 05:38:51)	http://74.128.119.207/	10/30/07	05:38:51 EDT	SNITTER Reading	 41.00	33.8	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 05:48:44	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  40.55 F, Probe: 33.8 F, Light: 0 (10/30/07 05:48:44)	http://74.128.119.207/	10/30/07	05:48:44 EDT	SNITTER Reading	 40.55	33.8	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 05:58:36	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  40.55 F, Probe: 32.0 F, Light: 0 (10/30/07 05:58:36)	http://74.128.119.207/	10/30/07	05:58:36 EDT	SNITTER Reading	 40.55	32.0	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 06:25:52	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  40.20 F, Probe: 32.0 F, Light: 0 (10/30/07 06:25:52)	http://74.128.119.207/	10/30/07	06:25:52 EDT	SNITTER Reading	 40.20	32.0	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 06:35:44	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  40.20 F, Probe: 32.0 F, Light: 0 (10/30/07 06:35:44)	http://74.128.119.207/	10/30/07	06:35:44 EDT	SNITTER Reading	 40.20	32.0	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 06:46:10	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  40.10 F, Probe: 32.0 F, Light: 0 (10/30/07 06:46:10)	http://74.128.119.207/	10/30/07	06:46:10 EDT	SNITTER Reading	 40.10	32.0	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 06:56:02	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  40.20 F, Probe: 32.0 F, Light: 1 (10/30/07 06:56:02)	http://74.128.119.207/	10/30/07	06:56:02 EDT	SNITTER Reading	 40.20	32.0	1	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 07:05:53	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  40.10 F, Probe: 32.0 F, Light: 0 (10/30/07 07:05:53)	http://74.128.119.207/	10/30/07	07:05:53 EDT	SNITTER Reading	 40.10	32.0	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 07:15:45	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  40.31 F, Probe: 32.0 F, Light: 0 (10/30/07 07:15:45)	http://74.128.119.207/	10/30/07	07:15:45 EDT	SNITTER Reading	 40.31	32.0	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 07:26:11	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  40.20 F, Probe: 32.0 F, Light: 0 (10/30/07 07:26:11)	http://74.128.119.207/	10/30/07	07:26:11 EDT	SNITTER Reading	 40.20	32.0	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 07:36:03	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  40.31 F, Probe: 32.0 F, Light: 0 (10/30/07 07:36:03)	http://74.128.119.207/	10/30/07	07:36:03 EDT	SNITTER Reading	 40.31	32.0	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 07:45:55	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  40.31 F, Probe: 32.0 F, Light: 1 (10/30/07 07:45:55)	http://74.128.119.207/	10/30/07	07:45:55 EDT	SNITTER Reading	 40.31	32.0	1	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 07:55:47	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  40.65 F, Probe: 32.0 F, Light: 13 (10/30/07 07:55:47)	http://74.128.119.207/	10/30/07	07:55:47 EDT	SNITTER Reading	 40.65	32.0	13	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 08:05:40	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  41.10 F, Probe: 32.0 F, Light: 57 (10/30/07 08:05:40)	http://74.128.119.207/	10/30/07	08:05:40 EDT	SNITTER Reading	 41.10	32.0	57	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 08:16:09	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  41.45 F, Probe: 33.8 F, Light: 134 (10/30/07 08:16:09)	http://74.128.119.207/	10/30/07	08:16:09 EDT	SNITTER Reading	 41.45	33.8	134	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 08:26:03	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  41.66 F, Probe: 33.8 F, Light: 225 (10/30/07 08:26:03)	http://74.128.119.207/	10/30/07	08:26:03 EDT	SNITTER Reading	 41.66	33.8	225	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 08:35:57	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  42.00 F, Probe: 33.8 F, Light: 322 (10/30/07 08:35:57)	http://74.128.119.207/	10/30/07	08:35:57 EDT	SNITTER Reading	 42.00	33.8	322	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 08:45:53	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  42.22 F, Probe: 33.8 F, Light: 399 (10/30/07 08:45:53)	http://74.128.119.207/	10/30/07	08:45:53 EDT	SNITTER Reading	 42.22	33.8	399	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	10/30/07 08:56:23	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  42.80 F, Probe: 35.6 F, Light: 466 (10/30/07 08:56:23)	http://74.128.119.207/	10/30/07	08:56:23 EDT	SNITTER Reading	 42.80	35.6	466	
