Node ID	Node Title	Node Description	Node Language	Node Last Build Date	Node ttl	Node URL	Item Title	Item URL	Item Date	Item Time	Item Description	Item Onboard Temp	Item Probe Temp	Item Light
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 11:27:12	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  56.75 F, Probe: 51.8 F, Light: 1183 (11/09/07 11:27:12)	http://74.128.119.207/	11/09/07	11:27:12 EDT	SNITTER Reading	 56.75	51.8	1183	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 11:36:48	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  57.52 F, Probe: 51.8 F, Light: 1104 (11/09/07 11:36:48)	http://74.128.119.207/	11/09/07	11:36:48 EDT	SNITTER Reading	 57.52	51.8	1104	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 11:46:25	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  58.10 F, Probe: 53.6 F, Light: 1348 (11/09/07 11:46:25)	http://74.128.119.207/	11/09/07	11:46:25 EDT	SNITTER Reading	 58.10	53.6	1348	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 11:56:39	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  58.42 F, Probe: 53.6 F, Light: 1628 (11/09/07 11:56:39)	http://74.128.119.207/	11/09/07	11:56:39 EDT	SNITTER Reading	 58.42	53.6	1628	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 12:06:54	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  60.11 F, Probe: 55.4 F, Light: 1303 (11/09/07 12:06:54)	http://74.128.119.207/	11/09/07	12:06:54 EDT	SNITTER Reading	 60.11	55.4	1303	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 12:17:09	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  60.67 F, Probe: 55.4 F, Light: 1449 (11/09/07 12:17:09)	http://74.128.119.207/	11/09/07	12:17:09 EDT	SNITTER Reading	 60.67	55.4	1449	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 12:26:50	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  59.10 F, Probe: 55.4 F, Light: 1473 (11/09/07 12:26:50)	http://74.128.119.207/	11/09/07	12:26:50 EDT	SNITTER Reading	 59.10	55.4	1473	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 12:36:31	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  60.56 F, Probe: 57.2 F, Light: 1622 (11/09/07 12:36:31)	http://74.128.119.207/	11/09/07	12:36:31 EDT	SNITTER Reading	 60.56	57.2	1622	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 12:47:22	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  61.35 F, Probe: 57.2 F, Light: 1654 (11/09/07 12:47:22)	http://74.128.119.207/	11/09/07	12:47:22 EDT	SNITTER Reading	 61.35	57.2	1654	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 12:56:31	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  61.57 F, Probe: 57.2 F, Light: 1572 (11/09/07 12:56:31)	http://74.128.119.207/	11/09/07	12:56:31 EDT	SNITTER Reading	 61.57	57.2	1572	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 13:06:49	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  62.25 F, Probe: 59.0 F, Light: 1614 (11/09/07 13:06:49)	http://74.128.119.207/	11/09/07	13:06:49 EDT	SNITTER Reading	 62.25	59.0	1614	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 13:17:08	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  61.25 F, Probe: 59.0 F, Light: 2032 (11/09/07 13:17:08)	http://74.128.119.207/	11/09/07	13:17:08 EDT	SNITTER Reading	 61.25	59.0	2032	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 13:26:52	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  61.01 F, Probe: 59.0 F, Light: 2109 (11/09/07 13:26:52)	http://74.128.119.207/	11/09/07	13:26:52 EDT	SNITTER Reading	 61.01	59.0	2109	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 13:36:35	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  62.15 F, Probe: 59.0 F, Light: 1817 (11/09/07 13:36:35)	http://74.128.119.207/	11/09/07	13:36:35 EDT	SNITTER Reading	 62.15	59.0	1817	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 13:46:53	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  62.25 F, Probe: 57.2 F, Light: 918 (11/09/07 13:46:53)	http://74.128.119.207/	11/09/07	13:46:53 EDT	SNITTER Reading	 62.25	57.2	918	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 13:57:11	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  60.67 F, Probe: 55.4 F, Light: 801 (11/09/07 13:57:11)	http://74.128.119.207/	11/09/07	13:57:11 EDT	SNITTER Reading	 60.67	55.4	801	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 14:06:52	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  59.66 F, Probe: 55.4 F, Light: 827 (11/09/07 14:06:52)	http://74.128.119.207/	11/09/07	14:06:52 EDT	SNITTER Reading	 59.66	55.4	827	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 14:17:06	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  60.90 F, Probe: 55.4 F, Light: 837 (11/09/07 14:17:06)	http://74.128.119.207/	11/09/07	14:17:06 EDT	SNITTER Reading	 60.90	55.4	837	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 14:27:22	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  61.25 F, Probe: 57.2 F, Light: 851 (11/09/07 14:27:22)	http://74.128.119.207/	11/09/07	14:27:22 EDT	SNITTER Reading	 61.25	57.2	851	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 14:37:05	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  61.57 F, Probe: 57.2 F, Light: 861 (11/09/07 14:37:05)	http://74.128.119.207/	11/09/07	14:37:05 EDT	SNITTER Reading	 61.57	57.2	861	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 14:47:22	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  61.35 F, Probe: 57.2 F, Light: 941 (11/09/07 14:47:22)	http://74.128.119.207/	11/09/07	14:47:22 EDT	SNITTER Reading	 61.35	57.2	941	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 14:57:05	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  62.36 F, Probe: 59.0 F, Light: 1139 (11/09/07 14:57:05)	http://74.128.119.207/	11/09/07	14:57:05 EDT	SNITTER Reading	 62.36	59.0	1139	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 15:06:49	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  62.60 F, Probe: 59.0 F, Light: 1279 (11/09/07 15:06:49)	http://74.128.119.207/	11/09/07	15:06:49 EDT	SNITTER Reading	 62.60	59.0	1279	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 15:17:08	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  63.26 F, Probe: 60.8 F, Light: 1863 (11/09/07 15:17:08)	http://74.128.119.207/	11/09/07	15:17:08 EDT	SNITTER Reading	 63.26	60.8	1863	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 15:26:54	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  63.95 F, Probe: 60.8 F, Light: 1970 (11/09/07 15:26:54)	http://74.128.119.207/	11/09/07	15:26:54 EDT	SNITTER Reading	 63.95	60.8	1970	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 15:36:41	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  63.60 F, Probe: 64.4 F, Light: 1325 (11/09/07 15:36:41)	http://74.128.119.207/	11/09/07	15:36:41 EDT	SNITTER Reading	 63.60	64.4	1325	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 15:47:01	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  64.85 F, Probe: 62.6 F, Light: 1327 (11/09/07 15:47:01)	http://74.128.119.207/	11/09/07	15:47:01 EDT	SNITTER Reading	 64.85	62.6	1327	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 15:56:50	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  64.72 F, Probe: 60.8 F, Light: 1191 (11/09/07 15:56:50)	http://74.128.119.207/	11/09/07	15:56:50 EDT	SNITTER Reading	 64.72	60.8	1191	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 16:06:38	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  66.41 F, Probe: 75.2 F, Light: 2283 (11/09/07 16:06:38)	http://74.128.119.207/	11/09/07	16:06:38 EDT	SNITTER Reading	 66.41	75.2	2283	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 16:17:03	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  68.77 F, Probe: 80.6 F, Light: 8128 (11/09/07 16:17:03)	http://74.128.119.207/	11/09/07	16:17:03 EDT	SNITTER Reading	 68.77	80.6	8128	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 16:26:58	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  70.12 F, Probe: 82.4 F, Light: 10079 (11/09/07 16:26:58)	http://74.128.119.207/	11/09/07	16:26:58 EDT	SNITTER Reading	 70.12	82.4	10079	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 16:36:55	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  69.90 F, Probe: 80.6 F, Light: 11466 (11/09/07 16:36:55)	http://74.128.119.207/	11/09/07	16:36:55 EDT	SNITTER Reading	 69.90	80.6	11466	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 16:46:52	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  70.01 F, Probe: 82.4 F, Light: 13486 (11/09/07 16:46:52)	http://74.128.119.207/	11/09/07	16:46:52 EDT	SNITTER Reading	 70.01	82.4	13486	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 16:56:50	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  72.60 F, Probe: 86.0 F, Light: 14620 (11/09/07 16:56:50)	http://74.128.119.207/	11/09/07	16:56:50 EDT	SNITTER Reading	 72.60	86.0	14620	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 17:06:51	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  71.36 F, Probe: 84.2 F, Light: 15821 (11/09/07 17:06:51)	http://74.128.119.207/	11/09/07	17:06:51 EDT	SNITTER Reading	 71.36	84.2	15821	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 17:16:54	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  73.40 F, Probe: 86.0 F, Light: 17172 (11/09/07 17:16:54)	http://74.128.119.207/	11/09/07	17:16:54 EDT	SNITTER Reading	 73.40	86.0	17172	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 17:27:00	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  73.16 F, Probe: 80.6 F, Light: 15440 (11/09/07 17:27:00)	http://74.128.119.207/	11/09/07	17:27:00 EDT	SNITTER Reading	 73.16	80.6	15440	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 17:36:30	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  72.37 F, Probe: 80.6 F, Light: 14272 (11/09/07 17:36:30)	http://74.128.119.207/	11/09/07	17:36:30 EDT	SNITTER Reading	 72.37	80.6	14272	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 17:46:32	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  69.67 F, Probe: 68.0 F, Light: 2568 (11/09/07 17:46:32)	http://74.128.119.207/	11/09/07	17:46:32 EDT	SNITTER Reading	 69.67	68.0	2568	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 17:56:29	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  67.10 F, Probe: 62.6 F, Light: 2364 (11/09/07 17:56:29)	http://74.128.119.207/	11/09/07	17:56:29 EDT	SNITTER Reading	 67.10	62.6	2364	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 18:06:54	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  64.85 F, Probe: 60.8 F, Light: 836 (11/09/07 18:06:54)	http://74.128.119.207/	11/09/07	18:06:54 EDT	SNITTER Reading	 64.85	60.8	836	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 18:16:39	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  62.36 F, Probe: 57.2 F, Light: 479 (11/09/07 18:16:39)	http://74.128.119.207/	11/09/07	18:16:39 EDT	SNITTER Reading	 62.36	57.2	479	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 18:26:56	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  60.90 F, Probe: 55.4 F, Light: 232 (11/09/07 18:26:56)	http://74.128.119.207/	11/09/07	18:26:56 EDT	SNITTER Reading	 60.90	55.4	232	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 19:17:47	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  57.86 F, Probe: 51.8 F, Light: 1 (11/09/07 19:17:47)	http://74.128.119.207/	11/09/07	19:17:47 EDT	SNITTER Reading	 57.86	51.8	1	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 19:27:55	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  57.07 F, Probe: 51.8 F, Light: 1 (11/09/07 19:27:55)	http://74.128.119.207/	11/09/07	19:27:55 EDT	SNITTER Reading	 57.07	51.8	1	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 19:38:02	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  56.30 F, Probe: 50.0 F, Light: 1 (11/09/07 19:38:02)	http://74.128.119.207/	11/09/07	19:38:02 EDT	SNITTER Reading	 56.30	50.0	1	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 19:47:34	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  55.72 F, Probe: 50.0 F, Light: 1 (11/09/07 19:47:34)	http://74.128.119.207/	11/09/07	19:47:34 EDT	SNITTER Reading	 55.72	50.0	1	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 19:57:38	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  54.82 F, Probe: 50.0 F, Light: 0 (11/09/07 19:57:38)	http://74.128.119.207/	11/09/07	19:57:38 EDT	SNITTER Reading	 54.82	50.0	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 20:07:40	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  54.15 F, Probe: 48.2 F, Light: 1 (11/09/07 20:07:40)	http://74.128.119.207/	11/09/07	20:07:40 EDT	SNITTER Reading	 54.15	48.2	1	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 20:17:48	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  53.70 F, Probe: 48.2 F, Light: 1 (11/09/07 20:17:48)	http://74.128.119.207/	11/09/07	20:17:48 EDT	SNITTER Reading	 53.70	48.2	1	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 20:27:19	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  53.47 F, Probe: 48.2 F, Light: 1 (11/09/07 20:27:19)	http://74.128.119.207/	11/09/07	20:27:19 EDT	SNITTER Reading	 53.47	48.2	1	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 20:37:26	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  52.91 F, Probe: 48.2 F, Light: 0 (11/09/07 20:37:26)	http://74.128.119.207/	11/09/07	20:37:26 EDT	SNITTER Reading	 52.91	48.2	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 20:47:32	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  52.57 F, Probe: 46.4 F, Light: 0 (11/09/07 20:47:32)	http://74.128.119.207/	11/09/07	20:47:32 EDT	SNITTER Reading	 52.57	46.4	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 20:57:37	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  51.90 F, Probe: 46.4 F, Light: 1 (11/09/07 20:57:37)	http://74.128.119.207/	11/09/07	20:57:37 EDT	SNITTER Reading	 51.90	46.4	1	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 21:07:42	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  51.67 F, Probe: 46.4 F, Light: 1 (11/09/07 21:07:42)	http://74.128.119.207/	11/09/07	21:07:42 EDT	SNITTER Reading	 51.67	46.4	1	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 21:17:47	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  51.67 F, Probe: 46.4 F, Light: 1 (11/09/07 21:17:47)	http://74.128.119.207/	11/09/07	21:17:47 EDT	SNITTER Reading	 51.67	46.4	1	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 21:27:51	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  51.11 F, Probe: 44.6 F, Light: 1 (11/09/07 21:27:51)	http://74.128.119.207/	11/09/07	21:27:51 EDT	SNITTER Reading	 51.11	44.6	1	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 21:37:55	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  50.77 F, Probe: 44.6 F, Light: 1 (11/09/07 21:37:55)	http://74.128.119.207/	11/09/07	21:37:55 EDT	SNITTER Reading	 50.77	44.6	1	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 21:47:24	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  50.55 F, Probe: 44.6 F, Light: 0 (11/09/07 21:47:24)	http://74.128.119.207/	11/09/07	21:47:24 EDT	SNITTER Reading	 50.55	44.6	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 21:57:27	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  50.10 F, Probe: 44.6 F, Light: 1 (11/09/07 21:57:27)	http://74.128.119.207/	11/09/07	21:57:27 EDT	SNITTER Reading	 50.10	44.6	1	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 22:07:30	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  49.87 F, Probe: 42.8 F, Light: 0 (11/09/07 22:07:30)	http://74.128.119.207/	11/09/07	22:07:30 EDT	SNITTER Reading	 49.87	42.8	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 22:17:32	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  49.65 F, Probe: 42.8 F, Light: 1 (11/09/07 22:17:32)	http://74.128.119.207/	11/09/07	22:17:32 EDT	SNITTER Reading	 49.65	42.8	1	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 22:27:34	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  49.42 F, Probe: 42.8 F, Light: 1 (11/09/07 22:27:34)	http://74.128.119.207/	11/09/07	22:27:34 EDT	SNITTER Reading	 49.42	42.8	1	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 22:37:36	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  48.97 F, Probe: 42.8 F, Light: 1 (11/09/07 22:37:36)	http://74.128.119.207/	11/09/07	22:37:36 EDT	SNITTER Reading	 48.97	42.8	1	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 22:47:37	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  48.75 F, Probe: 42.8 F, Light: 0 (11/09/07 22:47:37)	http://74.128.119.207/	11/09/07	22:47:37 EDT	SNITTER Reading	 48.75	42.8	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 22:57:37	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  48.65 F, Probe: 42.8 F, Light: 0 (11/09/07 22:57:37)	http://74.128.119.207/	11/09/07	22:57:37 EDT	SNITTER Reading	 48.65	42.8	0	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 23:07:38	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  48.52 F, Probe: 41.0 F, Light: 1 (11/09/07 23:07:38)	http://74.128.119.207/	11/09/07	23:07:38 EDT	SNITTER Reading	 48.52	41.0	1	
SNITTERNODE001	SNITTER Sensor Node	This is the reportings from the SNITTER Sensor Node 001.	en-us	11/09/07 23:17:38	5	http://74.128.119.207	SNITTERNODE001 -  Temp:  47.85 F, Probe: 41.0 F, Light: 0 (11/09/07 23:17:38)	http://74.128.119.207/	11/09/07	23:17:38 EDT	SNITTER Reading	 47.85	41.0	0	
